"","labels","tcdiff","twopath","density","mutual","balance","ctri","cycle4","idegreesquare","intransitive","simmelianties","nearsimmelian","simmelian","odegreesquare","diff_degree_pop","sum_degree_pop","istar2","istar3","ostar2","ostar3"
"50",1,393.586005830904,569.387755102041,0.233333333333333,8.57142857142857,17.1428571428571,0,0,88.2059800664452,265.056518471023,0,0,0,91.1960132890366,-2.99003322259136,179.401993355482,348.979591836735,1574.34402332362,165.30612244898,787.172011661809
"51",1,410.781367392938,702.892561983472,0.244444444444444,4.09090909090909,4.09090909090909,68.4635612321564,840.23461512192,77.5119617224881,334.940183698256,0,0,0,83.0485304169515,-5.53656869446343,160.56049213944,284.504132231405,1300.80766341097,100.413223140496,479.244928625095
"52",1,-177.978515625,885.937500000001,0.177777777777778,0,0,533.935546875,2002.25830078125,74.3119266055046,396.130945570324,0,0,0,83.6009174311927,-9.28899082568809,157.912844036697,253.125,1779.78515625,31.640625,533.935546875
"53",1,106.283714827234,695.567867036012,0.211111111111111,4.73684210526316,4.73684210526316,318.851144481703,503.449175497426,103.936494127882,317.224616036058,0,0,0,75.7503262287952,28.1861678990866,179.686820356677,448.753462603878,1275.40457792681,336.565096952909,318.851144481703
"54",1,599.16166680365,627.788279773158,0.255555555555555,7.82608695652174,23.4782608695652,59.916166680365,0,88.6861313868614,270.732581683642,0,0,0,86.1155188828944,2.570612503967,174.801650269756,352.173913043479,1318.15566696803,199.054820415879,599.16166680365
"55",1,685.546875000001,731.250000000001,0.266666666666667,11.25,26.25,158.203125,1582.03125,90.9574468085107,307.658862826069,0,0,0,88.5638297872341,2.3936170212766,179.521276595745,365.625,1318.359375,196.875,843.750000000001
"56",1,296.763688174232,616.608996539793,0.188888888888889,5.29411764705883,26.4705882352941,0,785.550939284732,82.2228006246747,277.435872848175,0,0,0,86.4393545028631,-4.21655387818845,168.662155127538,308.304498269896,1780.58212904539,84.083044982699,741.90922043558
"57",1,513.216000000001,712.800000000001,0.277777777777778,18,54,279.936,1007.7696,79.3241379310345,308.73487175506,0,2511.67192615385,0,99.4344827586208,-20.1103448275862,178.758620689655,298.08,1492.992,129.6,1259.712
"58",1,414.770141101502,694.970414201184,0.288888888888889,6.92307692307693,17.3076923076923,165.908056440601,861.445677672351,81.5436241610739,341.0771625479,0,0,0,85.7253484770264,-4.18172431595251,167.2689726381,311.538461538462,1161.35639508421,119.822485207101,705.109239872554
"59",1,393.586005830904,642.857142857143,0.233333333333333,17.1428571428571,55.7142857142857,78.7172011661809,1349.43773427739,82.2259136212625,295.639962909987,0,0,0,88.2059800664452,-5.98006644518273,170.431893687708,312.244897959184,1495.62682215744,128.571428571429,708.454810495628
"60",1,606.528000000001,648,0.277777777777778,14.4,46.8,233.28,503.884800000001,83.7931034482759,259.987260425313,0,1674.44795076923,0,99.4344827586208,-15.6413793103448,183.227586206897,324,1492.992,142.56,1166.4
"61",1,629.737609329447,679.591836734695,0.233333333333333,8.57142857142857,34.2857142857143,236.151603498543,1349.43773427739,73.2558139534884,265.056518471023,0,0,0,106.146179401993,-32.890365448505,179.401993355482,257.142857142857,1967.93002915452,55.1020408163266,1967.93002915452
